최종순위,채널ID,채널명,대표상위세그먼트,대표하위세그먼트,구독자수,한국채널추정여부,최근평균조회수,최근평균참여율,최근라이브비율,채널력점수,성장성점수,팬밀도점수,라이브친화점수,실전성점수,최종점수,액션버킷,치지직활동여부,SOOP활동여부,타플랫폼활동여부,최종제외여부,최근30일_업로드수,최근30일_평균조회수,최근30일_평균참여율,최근30일_라이브비율,직전30일_업로드수,직전30일_평균조회수,직전30일_평균참여율,직전30일_라이브비율,최근7일_업로드수,최근7일_평균조회수,최근7일_평균참여율,최근7일_라이브비율,직전7일_업로드수,직전7일_평균조회수,직전7일_평균참여율,직전7일_라이브비율,30일_조회수성장률,30일_참여율성장률,30일_업로드수성장률,30일_라이브비율차이,7일_조회수성장률,7일_참여율성장률,7일_업로드수성장률,7일_라이브비율차이,성장성수집영상수,30일_조회수성장률_pct,30일_참여율성장률_pct,30일_업로드수성장률_pct,7일_조회수성장률_pct,7일_참여율성장률_pct,성장성점수_proxy_raw,성장성신뢰도,성장성점수_proxy,성장성신뢰도등급
70,UCOi3bpSEcb2yrYecH4exAxA,라이브캐스트24,,서브컬쳐게임,2090.0,1,1530.0,0.0038771145962096,0.0,0.5924377705627706,,0.9604978354978356,0.5857683982683982,1.0,0.7681322150072151,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
71,UCBqg6g3c536RGvhLSS-K5xg,WNN Live AI (ワールド・ニュース・ネットワーク AI),창작·비주얼형,일러스트리깅,6930.0,1,7580.0,0.0072091261952096,0.0,0.6242830086580087,,0.922077922077922,0.5857683982683982,1.0,0.7659406565656566,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
72,UCne1BA4REhR3p9al5UDXHog,김승주,,커버기타,2150.0,1,1088.6666666666667,0.0118707224724694,0.0,0.7084280303030303,,0.83495670995671,0.5857683982683982,1.0,0.764948593073593,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
73,UCX5kb4U0an1a1122FCkk1RQ,해야 일러스트,창작·비주얼형,일러스트리깅,53200.0,1,2565.6666666666665,0.0103270419649009,0.3333333333333333,0.6022727272727273,0.9661112151282528,0.8636363636363636,0.37748018306572,1.0,0.764627103969194,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
74,UCdRWFALUxQTGrMtCtOSX7IQ,파타야지호_PattayaJiho,창작·비주얼형,코스프레,5650.0,1,1410.3333333333333,0.0104982092380441,0.0,0.6795454545454546,,0.8593073593073594,0.5857683982683982,1.0,0.7634379509379509,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
75,UCIvQkscWCtwe8l6OBAKFZ8Q,쩡니예,창작·비주얼형,코스프레,1580.0,1,5901.333333333333,0.0085811047019027,0.0,0.6405844155844156,,0.8944805194805194,0.5857683982683982,1.0,0.7621753246753246,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
76,UCJ-P3NrcCkTWQpSekUzG7Tg,나거든 geodeun,음악·보이스형,보컬로이드JPOP커버,3610.0,1,93.33333333333331,0.018018018018018,0.0,0.847943722943723,,0.6866883116883117,0.5857683982683982,1.0,0.7620310245310246,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
77,UCHOpf6VZWP7L5clp9l-71Rw,유주환 JuHwan Yoo,음악·보이스형,보컬로이드JPOP커버,11900.0,1,1070.3333333333333,0.0106416502762386,0.0,0.6761769480519481,,0.8571428571428571,0.5857683982683982,1.0,0.7615936147186146,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
78,UCho9-I2l9hc3M6vxNo37Lqg,무야호,음악·보이스형,애니송커버,1090.0,1,1569.3333333333333,0.0150081458440229,0.0,0.7643668831168832,,0.7673160173160173,0.5857683982683982,1.0,0.7610479797979798,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
79,UCry1IYKjW0SOIMD_hUAGsrA,다솔 AI 뮤직스,,커버기타,3470.0,1,2277.6666666666665,0.0,0.0,0.5342126623376623,,0.9970238095238096,0.5857683982683982,1.0,0.7608991702741702,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
80,UCxPjm3ANPizbdpHbgaYH49A,픽서,음악·보이스형,애니송커버,5040.0,1,1362.3333333333333,0.0116349264996187,0.0,0.6862012987012988,,0.841991341991342,0.5857683982683982,1.0,0.7598845598845599,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
81,UCY5wgWNLntytp8MC2Wowilg,휘나 Hwina,음악·보이스형,애니송커버,79900.0,1,2214.333333333333,0.0041319155289962,0.0,0.5701298701298702,,0.9572510822510822,0.5857683982683982,1.0,0.759613997113997,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
82,UCK3yi_Ix-87hVi5yKo8p7XQ,릴리여우 LilyFox,버츄얼 퍼포먼스형,버튜버,1190.0,1,711.6666666666666,0.0173985809413817,0.0,0.8156385281385282,,0.7072510822510822,0.5857683982683982,1.0,0.7581168831168831,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
83,UCOMtU1NQTBAEzP23vXviDQA,임파랑ASMR,음악·보이스형,ASMR보이스,2150.0,1,1306.7,0.0075174270991697,0.0,0.6044237012987013,,0.91504329004329,0.5857683982683982,1.0,0.75697601010101,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
84,UCxQWSUHiII2glZb52io-u5w,컨트리유코,,서브컬쳐게임,3620.0,1,405.6666666666667,0.0009699321047526,0.3333333333333333,0.6488771645021645,0.7322848405417213,0.987012987012987,0.4312365585694101,1.0,0.7567292317996297,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
85,UCHb8k5pbVqBt1Mq-RABlJJA,이것만보고,음악·보이스형,ASMR보이스,1110.0,1,31965.33333333333,0.0072820135364563,0.0,0.5954816017316018,,0.9204545454545454,0.5857683982683982,1.0,0.755799062049062,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
86,UCOECeYNTJyIKaY2b616eK4Q,SamTok,음악·보이스형,애니송커버,1950.0,1,430.3333333333333,0.017296178142569,0.0,0.8048971861471862,,0.7104978354978355,0.5857683982683982,1.0,0.7556186868686868,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
87,UCYtY8BQYmC12oSe9xAHr2-A,Hajwa,음악·보이스형,애니송커버,1370.0,1,1219.7,0.0185958054538279,0.0,0.8424377705627705,,0.6726190476190477,0.5857683982683982,1.0,0.7555059523809523,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
88,UCg39PUiCooywvMMukrBvEbg,케로차,버츄얼 퍼포먼스형,버튜버,10400.0,1,9828.0,0.0074756907232275,0.0,0.5917613636363637,,0.9155844155844156,0.5857683982683982,1.0,0.752935606060606,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
89,UCQK696vIIL8c0f2RG6Dxbdg,와와 WAWA,음악·보이스형,ASMR보이스,4970.0,1,44672.0,0.003413424714441,0.0,0.5379734848484848,,0.966991341991342,0.5857683982683982,1.0,0.7521419552669553,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
90,UC6dD2TzW6FT2pFE5NFrQZdw,노래하는 법무사,,커버기타,1280.0,1,1292.6666666666667,0.0015959872321021,0.0,0.5218885281385282,,0.9821428571428572,0.5857683982683982,1.0,0.751830808080808,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
91,UCLCQeJd_qQRPB_H4HRarZug,낮밤스타재하,음악·보이스형,ASMR보이스,8130.0,1,1168.6666666666667,0.0050574950238585,0.0,0.5545319264069264,,0.9475108225108224,0.5857683982683982,1.0,0.7511679292929293,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
92,UCRNxXam4IwvNmRNkxJCCu4Q,유쵸 ASMR,음악·보이스형,ASMR보이스,1900.0,1,13304.0,0.0031512430179157,0.0,0.5316964285714285,,0.969155844155844,0.5857683982683982,1.0,0.7507711038961037,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
93,UC2jq7LmqXpNrfDxY8QxeaxQ,도치몬,게임 실황형,명일방주,1210.0,1,10125.0,0.0010080214033149,0.0,0.6972808441558441,0.5899256120696362,0.9864718614718616,0.5464416490258516,1.0,0.7503858267782132,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
94,UCS78q0J1eBPlB7P_H7l_8qA,Only Remix Shorts,음악·보이스형,ASMR보이스,5590.0,1,12339.5,0.0082698788305485,0.0,0.5997159090909091,,0.8998917748917749,0.5857683982683982,1.0,0.7503562409812409,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
95,UCVSncChEI-F9VjNDhaMNqYg,망나아니,,게임기타,1340.0,1,1491.3333333333333,0.0030738884061947,0.0,0.5268262987012987,,0.9696969696969696,0.5857683982683982,1.0,0.7493281024531023,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
96,UCWCqMQHaZgh_4EfXsY_1rAQ,따뜻한 태양 애니극장,음악·보이스형,ASMR보이스,6910.0,1,597.0,0.0085963939920802,0.0,0.6031249999999999,,0.8933982683982684,0.5857683982683982,1.0,0.7493281024531023,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
97,UCKNgBT4DI9dpZxJSgKfpBlg,로첸[ Rochen ],음악·보이스형,보컬로이드JPOP커버,1140.0,1,1188.0,0.0200463020520074,0.0,0.8603490259740261,,0.6347402597402597,0.5857683982683982,1.0,0.7488501082251081,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
98,UCP3DyOVLFCTm9ki_2qm8aXw,마 주보규 The Weird ASMR Player,음악·보이스형,ASMR보이스,16100.0,1,957.0,0.0048325290017132,0.0,0.5443858225108226,,0.9502164502164502,0.5857683982683982,1.0,0.7486877705627705,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
99,UCtw6Qwx296E2N78PQidUjYw,The I's story,음악·보이스형,커버,2210.0,1,1551.3333333333333,0.0147871369927139,0.0,0.7168290043290044,,0.7748917748917749,0.5857683982683982,1.0,0.7477272727272727,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
100,UCPFJ38xpfmicpe3V_Jl6lSQ,미우먀우 MIUmeow,버츄얼 퍼포먼스형,버튜버,1450.0,1,1275.6666666666667,0.0105196626506555,0.0,0.6327245670995671,,0.8582251082251082,0.5857683982683982,1.0,0.747470238095238,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
101,UCNLkEFKidIP-t8QifUaMWBA,슈테른,음악·보이스형,애니송커버,3100.0,1,409.3333333333333,0.0119681962937369,0.0,0.6555059523809523,,0.8322510822510822,0.5857683982683982,1.0,0.7464060245310246,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
102,UC81ww2samgPyBR7_KikzBtA,KaranEating,음악·보이스형,ASMR보이스,168000.0,1,16560.5,0.0005079672916183,0.0,0.4957656926406926,,0.9902597402597404,0.5857683982683982,1.0,0.7458288239538239,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
103,UCpg0G_FT795o9Zf40EnKmpQ,파랑새파랑,음악·보이스형,ASMR보이스,2570.0,1,2348.5,0.0164701852124692,0.0,0.7491477272727272,,0.7332251082251082,0.5857683982683982,1.0,0.7446112914862915,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
104,UCRqRlzl3fTevgH_Ssix5hnw,kusyo,음악·보이스형,커버,15100.0,1,2043.0,0.0101446301681455,0.0,0.6145021645021647,,0.8668831168831169,0.5857683982683982,1.0,0.7442821067821068,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
105,UCizHMXKT6D3PcirnpzH1D7A,알파곤16,음악·보이스형,ASMR보이스,4980.0,1,1456.0,0.0068890845023171,0.0,0.5543966450216451,,0.926948051948052,0.5857683982683982,1.0,0.7442685786435786,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
106,UCrRoh3UhqJMK3PW2xe3MB4Q,김가을,,서브컬쳐게임,2680.0,1,1474.0,0.0132270102010201,0.0,0.6699810606060606,,0.808982683982684,0.5857683982683982,1.0,0.7434749278499279,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
107,UCbSscMhhqzQipTUBwnskUlQ,희찍 Heejjik,게임 실황형,로블록스,1250.0,1,1368.6666666666667,0.0077484557701466,0.0,0.6360795454545455,0.6431093915510153,0.9117965367965368,0.63195934234171,1.0,0.7425402698017809,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
108,UC0L1oZK9zCemeIg1HwBbzQQ,들썩이지,음악·보이스형,보컬로이드JPOP커버,4240.0,1,12689.25,0.0081039549162181,0.0,0.5711850649350649,,0.9025974025974026,0.5857683982683982,1.0,0.7417478354978355,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
109,UChwNQRIwUdgiEiXtgxPqQSA,핫뜨거방,음악·보이스형,보컬로이드JPOP커버,1490.0,1,58599.5,0.0091425080807058,0.0,0.5868371212121212,,0.8858225108225108,0.5857683982683982,1.0,0.7413735569985569,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
110,UCxtUtbmL79P4nvskhfD9kmA,꽃집ASMR flowershop,음악·보이스형,ASMR,9230.0,1,6879.333333333333,0.0038182808845194,0.0,0.5064529220779221,,0.9626623376623376,0.5857683982683982,1.0,0.7401920995670995,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
111,UCRu8NwYpMXR8ihRab8IIK0w,이뮤,음악·보이스형,보컬로이드JPOP커버,1920.0,1,1571.5,0.0186732909947195,0.0,0.7986471861471861,,0.6688311688311688,0.5857683982683982,1.0,0.7396464646464646,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
112,UCA3SOdp6UW3WfN2v4ixkOTw,허다미 HEODAMI,음악·보이스형,보컬로이드JPOP커버,1550.0,1,2572.0,0.0177770469901803,0.0,0.7722132034632034,,0.6937229437229437,0.5857683982683982,1.0,0.7391323953823954,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
113,UCAJyhp84tWsK8hujdbvxssg,네피,,서브컬쳐게임,1040.0,1,1482.3333333333333,0.012544272629058,0.0,0.6436823593073593,,0.821969696969697,0.5857683982683982,1.0,0.7390376984126984,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
114,UCY-g0BKhYANN-aBgPRs1B1g,메유_MEYU,음악·보이스형,ASMR보이스,1100.0,1,30453.5,0.0122289151613983,0.0,0.6381628787878788,,0.8262987012987013,0.5857683982683982,1.0,0.738640873015873,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
115,UC8RNVzpXNCIiVnlj9Bcee0A,Myers,창작·비주얼형,코스프레,2340.0,1,1218.3333333333333,0.0128363972100702,0.0,0.695305735930736,0.7153536568579927,0.814935064935065,0.5464416490258516,1.0,0.7383648617848261,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
116,UCFkZEA8uYrHFTL9bQLBbT_g,ASMR Ting Asian 舔耳朵,음악·보이스형,ASMR보이스,2240.0,1,124.66666666666669,0.0,0.0,0.7022591991341992,0.5255231990999241,0.9970238095238096,0.5464416490258516,1.0,0.738167799293361,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
117,UC08Ucv1vkmDiwYns_DAlmdQ,오재우 Oh Jae Woo,,커버기타,1640.0,1,4959.1,0.0147349305323665,0.0,0.686525974025974,,0.775974025974026,0.5857683982683982,1.0,0.7379870129870129,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
118,UCq8vROevIV1_Wt5i0bDcL4w,단짠단짠당충전,음악·보이스형,성우,11500.0,1,25559.1,0.006307541298187,0.0,0.5272862554112554,,0.9334415584415584,0.5857683982683982,1.0,0.7373962842712842,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
119,UCkDW57JbTw_ryxE-z07Gnig,코야파,,게임기타,2310.0,1,1732.6,0.0023404731222718,0.0,0.4837797619047619,,0.9756493506493508,0.5857683982683982,1.0,0.7369633838383839,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
120,UCnqNNflSw8_rfmdZ8MFJc0w,웨일리 Whaley,음악·보이스형,보컬로이드JPOP커버,2170.0,1,7127.5,0.0145913714486145,0.0,0.6820752164502164,,0.7770562770562771,0.5857683982683982,1.0,0.7368641774891774,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
121,UCgMixiPSMWvAvip47k0ebVg,괴수의왕 Movie Monster,음악·보이스형,ASMR보이스,14000.0,1,7542.0,0.0027306161574226,0.0,0.4837527056277056,,0.971861471861472,0.5857683982683982,1.0,0.7356917388167389,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
122,UCc78E5yMJH1LzZE-Yt26J_Q,전설의 용사 김한샘,버츄얼 퍼포먼스형,버튜버,5940.0,1,30336.0,0.0077950395641748,0.0,0.5440611471861472,,0.9112554112554112,0.5857683982683982,1.0,0.7355925324675324,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
123,UCZt6P76l7snfInVnqEzkt8g,크리스찬의 다락방,음악·보이스형,애니송커버,2370.0,1,3584.2,0.0221166191108337,0.0,0.6485389610389611,0.9661112151282528,0.5941558441558441,0.5530256306025328,1.0,0.7351553496711444,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
124,UCooKvU_dlY-MtNMq1pYo8bA,백상하리,버츄얼 퍼포먼스형,버튜버,3930.0,1,1637.6,0.0164816047238921,0.0,0.7208874458874459,,0.7321428571428571,0.5857683982683982,1.0,0.7348304473304473,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
125,UCR6Tv_HcWl7HSoQXY1_IR5w,히요,버츄얼 퍼포먼스형,버튜버,1790.0,1,1594.6666666666667,0.0150492595415875,0.0,0.6861066017316018,,0.7662337662337663,0.5857683982683982,1.0,0.7346004689754689,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
126,UCfk0jkY2XMY-31mfSTJ12sQ,선드 SEOND,음악·보이스형,ASMR보이스,2080.0,1,3770.6666666666665,0.0116677805840096,0.0,0.6109983766233766,,0.8409090909090909,0.5857683982683982,1.0,0.7344561688311688,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
127,UCTk6xTJ50iFJnL3z6Dd3F0g,잉시아,버츄얼 퍼포먼스형,버튜버,1180.0,1,2651.333333333333,0.0025612473556961,0.0,0.4765827922077922,,0.9751082251082251,0.5857683982683982,1.0,0.7343840187590187,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
128,UCfCnmK3B6iVLDl8MSBIBC-g,후부,,게임기타,1300.0,1,12598.666666666666,0.0132387514053609,0.0,0.6381493506493506,,0.8084415584415584,0.5857683982683982,1.0,0.7326839826839827,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
129,UC216I8IdHBXPlfxV1xV9zzQ,하낌방송,음악·보이스형,ASMR보이스,1400.0,1,7356.666666666667,0.0128370140773904,0.0,0.6316287878787878,,0.8143939393939394,0.5857683982683982,1.0,0.7324945887445887,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
130,UCZbQy4d6nGzTGFNFSrBoH_Q,퀸유랑,버츄얼 퍼포먼스형,버튜버,1580.0,1,1791.0,0.0170242440598913,0.0,0.7271509740259742,,0.7175324675324676,0.5857683982683982,1.0,0.7320481601731602,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
131,UCSJE9nY6XlcU7-ykk5MicYw,광,음악·보이스형,보컬로이드JPOP커버,2290.0,1,1330.2,0.0198733556097121,0.0,0.8025027056277056,,0.6417748917748918,0.5857683982683982,1.0,0.7319128787878788,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
132,UCzkk3MGFFeiN0E0T3AEeg_g,단지니,,게임기타,3440.0,1,243198.5,0.0048632895553877,0.0,0.4944128787878787,,0.9491341991341992,0.5857683982683982,1.0,0.7316693722943722,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
133,UC-V_wvGA0hJljbZKqNc2Fmw,요루야,,서브컬쳐게임,4080.0,1,4833.0,0.0135793620519793,0.0,0.6400432900432901,,0.8003246753246753,0.5857683982683982,1.0,0.730609668109668,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
134,UC76B7fEQvbBhSJwGhBZW4Lg,세자부활,버츄얼 퍼포먼스형,버튜버,25700.0,1,187778.66666666663,0.0041874428642521,0.6666666666666666,0.3885281385281385,0.9661112151282528,0.9561688311688312,0.3510225608174879,1.0,0.7303554303289288,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
135,UCYmisVOBT-saWcikP4Wsdxw,서현,음악·보이스형,보컬로이드JPOP커버,4830.0,1,35481.5,0.0087058615373056,0.0,0.5449810606060606,,0.8912337662337663,0.5857683982683982,1.0,0.7292252886002886,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
136,UCSqeIyGpBcm-wDxmoU6bXQg,아니메세카이,음악·보이스형,커버,7040.0,1,600356.3333333334,0.0090361465998725,0.0,0.3273403679653679,0.9661112151282528,0.8874458874458875,0.5530256306025328,1.0,0.7281782122252569,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
137,UCexG800Wr89WsVqjhqTdmJQ,초호링,음악·보이스형,커버,7630.0,1,1089.6666666666667,0.0041159288181409,0.0,0.4742694805194806,,0.9577922077922078,0.5857683982683982,1.0,0.7278409090909091,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
138,UCGpTPUpGLThDkfOvc6dOg5A,박재박,버츄얼 퍼포먼스형,버튜버,14600.0,1,3630.3333333333335,0.0104444459597085,0.0,0.5707521645021645,,0.8603896103896104,0.5857683982683982,1.0,0.7275342712842713,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
139,UCS0z6LfNHIADtvOgR8A9LOQ,Island spoon asmr,음악·보이스형,ASMR보이스,2140.0,1,6617.333333333333,0.0145652998376819,0.0,0.6517586580086581,,0.7775974025974026,0.5857683982683982,1.0,0.7269390331890332,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
140,UCtoAoC-3SwFLn_y0NZ4xKGQ,비버의 직캠,창작·비주얼형,코스프레,2690.0,1,250.3333333333333,0.0205786511306408,0.0,0.803517316017316,,0.625,0.5857683982683982,1.0,0.7266594516594517,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
141,UC7X4GJzVE_WOE9gajcpeT5w,나나크림,게임 실황형,원신,1460.0,1,24079.33333333333,0.020966211309771,0.0,0.5900703463203463,0.9661112151282528,0.6185064935064936,0.5530256306025328,1.0,0.726625858329153,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
142,UCV5iV1Zhe6bRrVwBzXgUnPg,동치미,음악·보이스형,성우더빙,550000.0,1,12798.5,0.0033964841139129,0.0,0.5027191558441558,,0.9675324675324676,0.5857683982683982,0.895,0.7265708874458875,제외,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
143,UCWsk8pnAGKAX3mVHf0QiupA,펀앤팝ファンポップ,음악·보이스형,보컬로이드JPOP커버,2050.0,1,173020.66666666666,0.0060040946587471,0.0,0.4915313852813853,,0.9366883116883116,0.5857683982683982,1.0,0.7265602453102452,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
144,UC0vHVOZAq_5oG46F5zlkDFw,꿀 단편 드라마,음악·보이스형,ASMR보이스,1930.0,1,2279.0,0.0103667804713029,0.0,0.5638392857142858,,0.8625541125541125,0.5857683982683982,1.0,0.7259514790764791,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
145,UCsqC8IAPOFZQo9zEJ_y6zkw,아라네 ARANE,음악·보이스형,보컬로이드JPOP커버,1190.0,1,614.0,0.0316089801218659,0.5,0.8982278138528138,0.9661112151282528,0.420995670995671,0.3622451482678142,1.0,0.7256704472343565,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
146,UCN5UG5uID0ELu9H0sf4eV4Q,금수저 주식,음악·보이스형,ASMR보이스,3400.0,1,17.1,0.0167927678317703,0.0,0.6986607142857142,,0.7229437229437229,0.5857683982683982,1.0,0.7243551587301585,제외,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
